semantics,summary_type,relevant_property,sharpness,category,model_global,model_proportion_global,signed_residual_global,abs_residual_global,empirical_proportion,model_incremental,model_proportion_incremental,signed_residual_incremental,abs_residual_incremental,global_minus_incremental_abs_residual
context_fixed,order,both,sharp,colour_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.1846086255338528,-0.061912249217638105,0.061912249217638105,0.2465208747514909,principled_salience_stop_regularized_2x2_inc_static,0.1782687515734871,-0.0682521231780038,0.0682521231780038,-0.0063398739603656995
context_updating,order,both,sharp,colour_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.18477421462776922,-0.06174666012372168,0.06174666012372168,0.2465208747514909,principled_salience_stop_regularized_2x2_inc_rec,0.1782028511315516,-0.0683180236199393,0.0683180236199393,-0.006571363496217619
context_updating,selection,both,blurred,size_colour,principled_salience_stop_regularized_2x2_glob_rec,0.1958337338760295,0.11809521797496947,0.11809521797496947,0.07773851590106004,principled_salience_stop_regularized_2x2_inc_rec,0.2052184380732185,0.12747992217215845,0.12747992217215845,-0.009384704197188981
context_fixed,selection,both,blurred,size_colour,principled_salience_stop_regularized_2x2_glob_static,0.19564365269755893,0.11790513679649889,0.11790513679649889,0.07773851590106004,principled_salience_stop_regularized_2x2_inc_static,0.2059760981228928,0.12823758222183276,0.12823758222183276,-0.010332445425333875
context_fixed,length,first,blurred,two_adjectives,principled_salience_stop_regularized_2x2_glob_static,0.4501056050713155,-0.0715550447481792,0.0715550447481792,0.5216606498194947,principled_salience_stop_regularized_2x2_inc_static,0.43571543892902725,-0.08594521089046742,0.08594521089046742,-0.014390166142288219
context_updating,length,first,blurred,two_adjectives,principled_salience_stop_regularized_2x2_glob_rec,0.450204881119313,-0.07145576870018167,0.07145576870018167,0.5216606498194947,principled_salience_stop_regularized_2x2_inc_rec,0.43549076645569956,-0.08616988336379511,0.08616988336379511,-0.014714114663613442
context_fixed,selection,both,blurred,size_only,principled_salience_stop_regularized_2x2_glob_static,0.02131788892020955,0.02131788892020955,0.02131788892020955,0.0,principled_salience_stop_regularized_2x2_inc_static,0.03919040769055668,0.03919040769055668,0.03919040769055668,-0.017872518770347127
context_updating,selection,both,blurred,size_only,principled_salience_stop_regularized_2x2_glob_rec,0.021270997553600353,0.021270997553600353,0.021270997553600353,0.0,principled_salience_stop_regularized_2x2_inc_rec,0.03915637030622169,0.03915637030622169,0.03915637030622169,-0.017885372752621337
context_fixed,order,first,sharp,colour_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.1514191533194225,0.03787333658635483,0.03787333658635483,0.11354581673306766,principled_salience_stop_regularized_2x2_inc_static,0.05752536698665707,-0.056020449746410586,0.056020449746410586,-0.018147113160055753
context_updating,order,first,sharp,colour_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.1512389943301672,0.03769317759709953,0.03769317759709953,0.11354581673306766,principled_salience_stop_regularized_2x2_inc_rec,0.0576808571739824,-0.055864959559085256,0.055864959559085256,-0.018171781961985725
