model,combination,relevant_property,sharpness,summary_type,category,observed_proportion,predicted_mean,predicted_q025,predicted_q975,observation_count,posterior_predictive_draws
Global,dimension_color,both,sharp,Exact response,DF,0.111344537815126,0.2088692226890756,0.1722689075630252,0.245798319327731,476,4000
Global,dimension_color,both,sharp,Exact response,DFC,0.0315126050420168,0.0800241596638655,0.0567226890756302,0.1050420168067226,476,4000
Global,dimension_color,both,sharp,Exact response,C,0.0,0.0380703781512605,0.0210084033613445,0.0567226890756302,476,4000
Global,dimension_color,both,sharp,Exact response,CD,0.0084033613445378,0.001031512605042,0.0,0.0042016806722689,476,4000
Global,dimension_color,both,sharp,Exact response,CDF,0.0294117647058823,0.0143681722689075,0.0042016806722689,0.0252100840336134,476,4000
Global,dimension_color,both,sharp,Exact response,CF,0.203781512605042,0.1974159663865546,0.1617647058823529,0.2352941176470588,476,4000
Global,dimension_color,both,sharp,Exact response,CFD,0.0042016806722689,0.00497006302521,0.0,0.0126050420168067,476,4000
Global,dimension_color,both,sharp,Exact response,F,0.0840336134453781,0.12890756302521,0.1008403361344537,0.1596638655462184,476,4000
Global,dimension_color,both,sharp,Exact response,FD,0.0,0.0021675420168067,0.0,0.0063025210084033,476,4000
Global,dimension_color,both,sharp,Exact response,FDC,0.0,0.0072379201680672,0.0,0.0168067226890756,476,4000
Global,dimension_color,both,sharp,Exact response,FC,0.0231092436974789,0.0703240546218487,0.0483193277310924,0.0945378151260504,476,4000
Global,dimension_color,both,sharp,Exact response,FCD,0.0021008403361344,0.0023298319327731,0.0,0.0084033613445378,476,4000
Global,dimension_color,both,sharp,Response length,1,0.0840336134453781,0.172500525210084,0.1386554621848739,0.2079831932773109,476,4000
Global,dimension_color,both,sharp,Response length,2,0.5441176470588235,0.5266680672268906,0.4810924369747899,0.5735294117647058,476,4000
Global,dimension_color,both,sharp,Response length,3,0.3718487394957983,0.3008314075630252,0.2584033613445378,0.3445378151260504,476,4000
Global,dimension_color,both,sharp,Initial adjective,D,0.6449579831932774,0.5331769957983192,0.4852941176470588,0.5798319327731093,476,4000
Global,dimension_color,both,sharp,Initial adjective,C,0.245798319327731,0.2558560924369747,0.2163865546218487,0.296218487394958,476,4000
Global,dimension_color,both,sharp,Initial adjective,F,0.1092436974789916,0.2109669117647059,0.1743697478991596,0.25,476,4000
